100.00,97.55,95.17,92.84,90.57,88.35,86.19,84.09,82.03,80.02,78.07,76.16
98.77,96.35,94.00,91.70,89.46,87.27,85.13,83.05,81.02,79.04,77.10,75.22
97.55,95.17,92.84,90.57,88.35,86.19,84.09,82.03,80.02,78.07,76.16,74.29
96.35,94.00,91.70,89.46,87.27,85.13,83.05,81.02,79.04,77.10,75.22,73.38
95.17,92.84,90.57,88.35,86.19,84.09,82.03,80.02,78.07,76.16,74.29,72.48
94.00,91.70,89.46,87.27,85.13,83.05,81.02,79.04,77.10,75.22,73.38,71.58
92.84,90.57,88.35,86.19,84.09,82.03,80.02,78.07,76.16,74.29,72.48,70.70
91.70,89.46,87.27,85.13,83.05,81.02,79.04,77.10,75.22,73.38,71.58,69.83
90.57,88.35,86.19,84.09,82.03,80.02,78.07,76.16,74.29,72.48,70.70,68.97
