100.00,98.10,96.23,94.41,92.63,90.88,89.17,87.50,85.85,84.24,82.66,81.11
99.04,97.16,95.32,93.52,91.75,90.02,88.33,86.67,85.04,83.45,81.88,80.35
98.10,96.23,94.41,92.63,90.88,89.17,87.50,85.85,84.24,82.66,81.11,79.59
97.16,95.32,93.52,91.75,90.02,88.33,86.67,85.04,83.45,81.88,80.35,78.84
96.23,94.41,92.63,90.88,89.17,87.50,85.85,84.24,82.66,81.11,79.59,78.10
95.32,93.52,91.75,90.02,88.33,86.67,85.04,83.45,81.88,80.35,78.84,77.37
94.41,92.63,90.88,89.17,87.50,85.85,84.24,82.66,81.11,79.59,78.10,76.64
93.52,91.75,90.02,88.33,86.67,85.04,83.45,81.88,80.35,78.84,77.37,75.92
92.63,90.88,89.17,87.50,85.85,84.24,82.66,81.11,79.59,78.10,76.64,75.20
