100.00,96.57,93.23,89.99,86.84,83.79,80.84,78.00,75.25,72.60,70.06,67.60
98.28,94.89,91.60,88.40,85.30,82.30,79.41,76.61,73.91,71.32,68.82,66.41
96.57,93.23,89.99,86.84,83.79,80.84,78.00,75.25,72.60,70.06,67.60,65.25
94.89,91.60,88.40,85.30,82.30,79.41,76.61,73.91,71.32,68.82,66.41,64.11
93.23,89.99,86.84,83.79,80.84,78.00,75.25,72.60,70.06,67.60,65.25,62.98
91.60,88.40,85.30,82.30,79.41,76.61,73.91,71.32,68.82,66.41,64.11,61.89
89.99,86.84,83.79,80.84,78.00,75.25,72.60,70.06,67.60,65.25,62.98,60.81
88.40,85.30,82.30,79.41,76.61,73.91,71.32,68.82,66.41,64.11,61.89,59.75
86.84,83.79,80.84,78.00,75.25,72.60,70.06,67.60,65.25,62.98,60.81,58.72
